*firstName,middleName,*firstLastName,secondLastName,*idType,*idNumber,*email,phone,*municipality,*address,gender,birthDate,maritalStatus,educationLevel,emergencyContact,emergencyPhone,afpProvider,notes,*hireDate,*contractType,probationEndDate,reportsTo,paymentFrequency,*salary,*workday,isVigilante,weeklyHours,workShift,occupationCode,vacationGranted,*tssKey,*position,department_catalog,*area,costCenter,*paymentMethod,*accountNumber,*bank,*accountType
Ana,Carlos,Hernandez,Gomez,cedula,40210000065,ana.hernandez65@example.com,8095550065,Santo Domingo Este,Calle 65 #165,masculino,1990-01-15,S,4,Contacto 65,8097770065,AFP Popular,Empleado de prueba 65,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,62500,completa,no,44,1,2465,1,065,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000065,Banco Popular Dominicano,ahorro
Carlos,Carlos,Diaz,Gomez,cedula,40210000066,carlos.diaz66@example.com,8095550066,Santo Domingo Este,Calle 66 #166,femenino,1990-01-15,S,4,Contacto 66,8097770066,AFP Popular,Empleado de prueba 66,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,63000,completa,no,44,1,2466,1,066,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000066,Banco Popular Dominicano,ahorro
Laura,Carlos,Santana,Gomez,cedula,40210000067,laura.santana67@example.com,8095550067,Santo Domingo Este,Calle 67 #167,masculino,1990-01-15,S,4,Contacto 67,8097770067,AFP Popular,Empleado de prueba 67,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,63500,completa,no,44,1,2467,1,067,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000067,Banco Popular Dominicano,ahorro
Miguel,Carlos,Vargas,Gomez,cedula,40210000068,miguel.vargas68@example.com,8095550068,Santo Domingo Este,Calle 68 #168,femenino,1990-01-15,S,4,Contacto 68,8097770068,AFP Popular,Empleado de prueba 68,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,64000,completa,no,44,1,2468,1,068,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000068,Banco Popular Dominicano,ahorro
Rosa,Carlos,Castillo,Gomez,cedula,40210000069,rosa.castillo69@example.com,8095550069,Santo Domingo Este,Calle 69 #169,masculino,1990-01-15,S,4,Contacto 69,8097770069,AFP Popular,Empleado de prueba 69,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,64500,completa,no,44,1,2469,1,069,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000069,Banco Popular Dominicano,ahorro
Jose,Carlos,Mejia,Gomez,cedula,40210000070,jose.mejia70@example.com,8095550070,Santo Domingo Este,Calle 70 #170,femenino,1990-01-15,S,4,Contacto 70,8097770070,AFP Popular,Empleado de prueba 70,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,65000,completa,no,44,1,2470,1,070,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000070,Banco Popular Dominicano,ahorro
Juan,Carlos,Perez,Gomez,cedula,40210000071,juan.perez71@example.com,8095550071,Santo Domingo Este,Calle 71 #171,masculino,1990-01-15,S,4,Contacto 71,8097770071,AFP Popular,Empleado de prueba 71,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,65500,completa,no,44,1,2471,1,071,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000071,Banco Popular Dominicano,ahorro
Pedro,Carlos,Rodriguez,Gomez,cedula,40210000072,pedro.rodriguez72@example.com,8095550072,Santo Domingo Este,Calle 72 #172,femenino,1990-01-15,S,4,Contacto 72,8097770072,AFP Popular,Empleado de prueba 72,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,66000,completa,no,44,1,2472,1,072,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000072,Banco Popular Dominicano,ahorro
Maria,Carlos,Garcia,Gomez,cedula,40210000073,maria.garcia73@example.com,8095550073,Santo Domingo Este,Calle 73 #173,masculino,1990-01-15,S,4,Contacto 73,8097770073,AFP Popular,Empleado de prueba 73,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,66500,completa,no,44,1,2473,1,073,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000073,Banco Popular Dominicano,ahorro
Luis,Carlos,Martinez,Gomez,cedula,40210000074,luis.martinez74@example.com,8095550074,Santo Domingo Este,Calle 74 #174,femenino,1990-01-15,S,4,Contacto 74,8097770074,AFP Popular,Empleado de prueba 74,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,67000,completa,no,44,1,2474,1,074,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000074,Banco Popular Dominicano,ahorro
Ana,Carlos,Hernandez,Gomez,cedula,40210000075,ana.hernandez75@example.com,8095550075,Santo Domingo Este,Calle 75 #175,masculino,1990-01-15,S,4,Contacto 75,8097770075,AFP Popular,Empleado de prueba 75,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,67500,completa,no,44,1,2475,1,075,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000075,Banco Popular Dominicano,ahorro
Carlos,Carlos,Diaz,Gomez,cedula,40210000076,carlos.diaz76@example.com,8095550076,Santo Domingo Este,Calle 76 #176,femenino,1990-01-15,S,4,Contacto 76,8097770076,AFP Popular,Empleado de prueba 76,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,68000,completa,no,44,1,2476,1,076,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000076,Banco Popular Dominicano,ahorro
Laura,Carlos,Santana,Gomez,cedula,40210000077,laura.santana77@example.com,8095550077,Santo Domingo Este,Calle 77 #177,masculino,1990-01-15,S,4,Contacto 77,8097770077,AFP Popular,Empleado de prueba 77,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,68500,completa,no,44,1,2477,1,077,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000077,Banco Popular Dominicano,ahorro
Miguel,Carlos,Vargas,Gomez,cedula,40210000078,miguel.vargas78@example.com,8095550078,Santo Domingo Este,Calle 78 #178,femenino,1990-01-15,S,4,Contacto 78,8097770078,AFP Popular,Empleado de prueba 78,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,69000,completa,no,44,1,2478,1,078,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000078,Banco Popular Dominicano,ahorro
Rosa,Carlos,Castillo,Gomez,cedula,40210000079,rosa.castillo79@example.com,8095550079,Santo Domingo Este,Calle 79 #179,masculino,1990-01-15,S,4,Contacto 79,8097770079,AFP Popular,Empleado de prueba 79,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,69500,completa,no,44,1,2479,1,079,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000079,Banco Popular Dominicano,ahorro
Jose,Carlos,Mejia,Gomez,cedula,40210000080,jose.mejia80@example.com,8095550080,Santo Domingo Este,Calle 80 #180,femenino,1990-01-15,S,4,Contacto 80,8097770080,AFP Popular,Empleado de prueba 80,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,70000,completa,no,44,1,2480,1,080,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000080,Banco Popular Dominicano,ahorro
Juan,Carlos,Perez,Gomez,cedula,40210000081,juan.perez81@example.com,8095550081,Santo Domingo Este,Calle 81 #181,masculino,1990-01-15,S,4,Contacto 81,8097770081,AFP Popular,Empleado de prueba 81,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,70500,completa,no,44,1,2481,1,081,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000081,Banco Popular Dominicano,ahorro
Pedro,Carlos,Rodriguez,Gomez,cedula,40210000082,pedro.rodriguez82@example.com,8095550082,Santo Domingo Este,Calle 82 #182,femenino,1990-01-15,S,4,Contacto 82,8097770082,AFP Popular,Empleado de prueba 82,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,71000,completa,no,44,1,2482,1,082,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000082,Banco Popular Dominicano,ahorro
Maria,Carlos,Garcia,Gomez,cedula,40210000083,maria.garcia83@example.com,8095550083,Santo Domingo Este,Calle 83 #183,masculino,1990-01-15,S,4,Contacto 83,8097770083,AFP Popular,Empleado de prueba 83,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,71500,completa,no,44,1,2483,1,083,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000083,Banco Popular Dominicano,ahorro
Luis,Carlos,Martinez,Gomez,cedula,40210000084,luis.martinez84@example.com,8095550084,Santo Domingo Este,Calle 84 #184,femenino,1990-01-15,S,4,Contacto 84,8097770084,AFP Popular,Empleado de prueba 84,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,72000,completa,no,44,1,2484,1,084,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000084,Banco Popular Dominicano,ahorro
Ana,Carlos,Hernandez,Gomez,cedula,40210000085,ana.hernandez85@example.com,8095550085,Santo Domingo Este,Calle 85 #185,masculino,1990-01-15,S,4,Contacto 85,8097770085,AFP Popular,Empleado de prueba 85,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,72500,completa,no,44,1,2485,1,085,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000085,Banco Popular Dominicano,ahorro
Carlos,Carlos,Diaz,Gomez,cedula,40210000086,carlos.diaz86@example.com,8095550086,Santo Domingo Este,Calle 86 #186,femenino,1990-01-15,S,4,Contacto 86,8097770086,AFP Popular,Empleado de prueba 86,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,73000,completa,no,44,1,2486,1,086,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000086,Banco Popular Dominicano,ahorro
Laura,Carlos,Santana,Gomez,cedula,40210000087,laura.santana87@example.com,8095550087,Santo Domingo Este,Calle 87 #187,masculino,1990-01-15,S,4,Contacto 87,8097770087,AFP Popular,Empleado de prueba 87,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,73500,completa,no,44,1,2487,1,087,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000087,Banco Popular Dominicano,ahorro
Miguel,Carlos,Vargas,Gomez,cedula,40210000088,miguel.vargas88@example.com,8095550088,Santo Domingo Este,Calle 88 #188,femenino,1990-01-15,S,4,Contacto 88,8097770088,AFP Popular,Empleado de prueba 88,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,74000,completa,no,44,1,2488,1,088,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000088,Banco Popular Dominicano,ahorro
Rosa,Carlos,Castillo,Gomez,cedula,40210000089,rosa.castillo89@example.com,8095550089,Santo Domingo Este,Calle 89 #189,masculino,1990-01-15,S,4,Contacto 89,8097770089,AFP Popular,Empleado de prueba 89,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,74500,completa,no,44,1,2489,1,089,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000089,Banco Popular Dominicano,ahorro
Jose,Carlos,Mejia,Gomez,cedula,40210000090,jose.mejia90@example.com,8095550090,Santo Domingo Este,Calle 90 #190,femenino,1990-01-15,S,4,Contacto 90,8097770090,AFP Popular,Empleado de prueba 90,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,75000,completa,no,44,1,2490,1,090,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000090,Banco Popular Dominicano,ahorro
Juan,Carlos,Perez,Gomez,cedula,40210000091,juan.perez91@example.com,8095550091,Santo Domingo Este,Calle 91 #191,masculino,1990-01-15,S,4,Contacto 91,8097770091,AFP Popular,Empleado de prueba 91,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,75500,completa,no,44,1,2491,1,091,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000091,Banco Popular Dominicano,ahorro
Pedro,Carlos,Rodriguez,Gomez,cedula,40210000092,pedro.rodriguez92@example.com,8095550092,Santo Domingo Este,Calle 92 #192,femenino,1990-01-15,S,4,Contacto 92,8097770092,AFP Popular,Empleado de prueba 92,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,76000,completa,no,44,1,2492,1,092,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000092,Banco Popular Dominicano,ahorro
Maria,Carlos,Garcia,Gomez,cedula,40210000093,maria.garcia93@example.com,8095550093,Santo Domingo Este,Calle 93 #193,masculino,1990-01-15,S,4,Contacto 93,8097770093,AFP Popular,Empleado de prueba 93,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,76500,completa,no,44,1,2493,1,093,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000093,Banco Popular Dominicano,ahorro
Luis,Carlos,Martinez,Gomez,cedula,40210000094,luis.martinez94@example.com,8095550094,Santo Domingo Este,Calle 94 #194,femenino,1990-01-15,S,4,Contacto 94,8097770094,AFP Popular,Empleado de prueba 94,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,77000,completa,no,44,1,2494,1,094,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000094,Banco Popular Dominicano,ahorro
Ana,Carlos,Hernandez,Gomez,cedula,40210000095,ana.hernandez95@example.com,8095550095,Santo Domingo Este,Calle 95 #195,masculino,1990-01-15,S,4,Contacto 95,8097770095,AFP Popular,Empleado de prueba 95,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,77500,completa,no,44,1,2495,1,095,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000095,Banco Popular Dominicano,ahorro
Carlos,Carlos,Diaz,Gomez,cedula,40210000096,carlos.diaz96@example.com,8095550096,Santo Domingo Este,Calle 96 #196,femenino,1990-01-15,S,4,Contacto 96,8097770096,AFP Popular,Empleado de prueba 96,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,78000,completa,no,44,1,2496,1,096,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000096,Banco Popular Dominicano,ahorro
Laura,Carlos,Santana,Gomez,cedula,40210000097,laura.santana97@example.com,8095550097,Santo Domingo Este,Calle 97 #197,masculino,1990-01-15,S,4,Contacto 97,8097770097,AFP Popular,Empleado de prueba 97,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,78500,completa,no,44,1,2497,1,097,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000097,Banco Popular Dominicano,ahorro
Miguel,Carlos,Vargas,Gomez,cedula,40210000098,miguel.vargas98@example.com,8095550098,Santo Domingo Este,Calle 98 #198,femenino,1990-01-15,S,4,Contacto 98,8097770098,AFP Popular,Empleado de prueba 98,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,79000,completa,no,44,1,2498,1,098,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000098,Banco Popular Dominicano,ahorro
Rosa,Carlos,Castillo,Gomez,cedula,40210000099,rosa.castillo99@example.com,8095550099,Santo Domingo Este,Calle 99 #199,masculino,1990-01-15,S,4,Contacto 99,8097770099,AFP Popular,Empleado de prueba 99,2024-01-15,tiempo_indefinido,2024-04-15,,quincenal,79500,completa,no,44,1,2499,1,099,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000099,Banco Popular Dominicano,ahorro
Jose,Carlos,Mejia,Gomez,cedula,40210000100,jose.mejia100@example.com,8095550100,Santo Domingo Este,Calle 100 #200,femenino,1990-01-15,S,4,Contacto 100,8097770100,AFP Popular,Empleado de prueba 100,2024-01-15,tiempo_indefinido,2024-04-15,,mensual,80000,completa,no,44,1,2500,1,100,Analista,Tecnología,Tecnología,CC-TEC-01,transferencia,100000100,Banco Popular Dominicano,ahorro
